sample_id,Continuous_Trait_1,Continuous_Trait_2,Continuous_Trait_3,Continuous_Trait_4,Continuous_Trait_5,Continuous_Trait_6,Continuous_Trait_7,Continuous_Trait_8,Continuous_Trait_9,Continuous_Trait_10
HG00237,0.357717243168492,1.09274815425479,0.398846113797961,0.140394398144295,1.19413873091363,1.00506408311246,-0.476160195520127,0.459453786487101,-0.980035776552089,1.59829676702364
HG00238,1.02377641607298,-0.257165296568659,0.645414576956219,-0.344972849388648,-0.220041049784753,0.20704045816716,-0.465787173304228,-0.561022049447474,0.0161423787043895,-1.02124791409615
HG00239,-0.959718195355856,0.404921880268846,-1.12765286859061,-0.671722366504057,-0.423664965495518,-0.699430534585968,-0.870955940397207,-0.0568089460612632,-0.538647609246214,-1.55890424999304
HG00240,1.10734787466015,-1.23480837843209,0.561227456529801,-1.75191107854638,1.04875976558772,0.973432896174157,1.41910413484855,-0.630274411960576,0.462373143422301,0.0632241610739232
HG00242,-0.804330005217062,0.754976668784324,-0.465229395193394,0.493949698388371,1.17149593850021,0.074833756905182,-0.55140806624852,-0.727330977988854,0.420245321416075,-0.390008793085585
HG00243,-1.23284117038692,-0.323336008947906,-0.590753636517637,-1.45355386765623,-0.751450864453085,-0.990864838627683,-0.458345908755563,-0.235653969079587,-0.186487499563298,-0.434135112489045
HG00244,0.23125047150699,-0.767673887169708,1.66496445652559,-0.0546674581554501,0.045332610167844,0.971392763679084,0.961309847612858,0.0818680806674557,0.873175746844131,0.0876624834562255
HG00245,2.33818425164362,-1.67041084561077,2.71583394187631,0.851439756924079,-0.423749602370765,2.146715247277,1.42111275664121,0.421186735721231,1.67852994462313,0.838865225495112
HG00246,1.23032856442795,0.105869706748409,0.313640871915227,0.04203605169282,0.706539469950209,0.618183530656004,0.634975407835647,0.126023659320805,1.6514377104149,0.515268403265178
HG00250,-0.474814545773232,-0.300504352588858,-0.111782683304758,-0.378448603313413,1.02944282643298,-0.0442754640995655,0.475591432240709,-0.811528247003955,-0.456377340715211,0.76435704769487
HG00251,2.52241537977503,-0.749872894544303,2.22700718042515,1.70325755991014,1.99598463013401,3.15844848866699,1.5807846915411,-1.37887172269513,1.14318568895313,-0.0378536467973722
HG00252,-0.500109139852194,-0.275048024774331,-0.394360541264579,-1.09197540303603,0.471180344579923,0.542476618268135,0.0987841704444555,-1.06519976749652,-0.421464221877797,0.407183953459627
HG00253,0.0409826083625492,-1.77373887892018,1.55590447156138,-0.115122892201977,-0.223692448704961,0.366269713562543,1.42543118656488,0.625979956491948,0.874516310024976,0.347701483387701
HG00254,0.539538002868499,-2.10785311607634,1.09701954160113,-0.884208296737088,0.408488920282615,1.86896955719148,1.30556854386906,-2.05018560492949,2.63111783955381,0.014255952588429
HG00255,0.304375096863007,-0.372259634596622,-0.218618088689188,0.527816353826606,0.55775533833523,-0.234524752677746,0.00157671270575194,-0.758592646553213,0.0942973248745629,0.809790107168619
HG00256,-0.0619354202524937,-2.16811367142721,1.80284611214635,0.55863619976422,-1.34819709172557,0.384594748093139,0.432311739108977,1.08982665806414,1.62655322647345,-1.51857556983427
HG00257,-0.797653186689189,-0.463157709997508,0.363151438302969,-0.586602202604677,-0.875831886155344,0.00356733278224666,-0.205377991617418,1.29368040869863,0.873167553012321,0.540168798105784
HG00258,-1.0897455674187,0.243435389460235,-0.980626734936866,0.616414308876303,-0.0980705592020099,-0.493955300439056,-0.713416199664134,-0.521943230869148,-1.1652474856534,0.206705630023274
HG00259,-0.171112111299113,0.080098599365783,0.664561034792135,1.53791977649692,-0.0226572384824323,0.93792690728884,1.57030112353566,0.725134657865247,0.866206994282965,-0.269263648916346
HG00260,-0.337638959415892,-1.13592913924111,0.824553259874943,0.928397324448015,0.793920658920528,0.778892234381537,1.10502108807427,-0.338411238473312,0.480106254088624,-0.392823297276421
HG00261,0.803651960146677,0.0538707762196636,0.916867222126897,-0.233988941187628,0.0876266332998201,1.2625502086532,-0.276356960346086,-0.253647418077929,-0.142036682423028,0.326348200726143
HG00262,-0.633360445121656,-1.81296945295989,0.663638536030287,-0.547281999517796,-1.44487528783263,-0.695538031505943,0.0722692097562912,0.953570880595549,0.769478585796399,-0.925769319442768
HG00263,0.405946534674598,0.435715227175252,-0.0645246817914097,1.38063688083727,-0.0577624080889493,0.538849022826691,0.254853057681947,-0.267737286804045,-1.5142222579716,0.97461831742501
HG00264,-1.27918827438104,-0.79112561957834,-0.359542307983761,-0.368432634548308,-0.477518481466191,0.230268401131058,-0.350177900377326,0.109116487781501,0.215938203139187,-0.127433764404042
HG00265,-1.66503888871775,0.961595879117268,-1.13918773541304,-0.900494367610293,-0.324968448795604,-0.572072911852305,-1.77353013768287,1.04201568939485,-1.54794286542138,0.218081405761903
HG00266,-0.0908171039066827,0.126051518727099,-0.404477947263631,-0.252008855442336,1.13348792117436,0.408145171680816,0.0372513144409084,-1.33241948143563,-1.29242435745107,1.47841994469387
HG00267,-0.359644333710088,-0.704367257661248,0.186723094559607,-0.285373871294845,-0.686558462054599,-0.646970680493461,0.310011356526107,0.265022477080272,1.68556002137817,1.50459504552542
HG00268,0.0734533242154905,-0.0679693855080623,-0.276186775911851,0.449087202910103,0.0551421425641048,-0.186283580811983,-0.27466503145781,-0.240407373170081,0.359518519378961,0.2625461128258
HG00269,0.222446394122817,-1.04491858932452,0.904718047938117,1.79898876959541,0.678779294087719,0.253119477747959,1.03788727718216,0.422953124343019,0.618592891100636,-0.362120985326783
HG00271,-0.0667513582690929,0.54549399721091,-0.291597811302621,1.68713439663659,0.0619617589083774,0.697116047191326,-0.302924705083068,-0.278544703189212,0.88555373130545,-1.25263457512689
HG00272,-0.988179427083959,2.22980155290118,-1.6931705064469,0.486344388704229,0.7530399064694,-1.10827569488954,-1.05927218003787,-0.536509583633363,-2.74677150333382,-0.220774489777815
HG00273,-0.288126544166684,-0.77250520224922,-0.0217798134985868,0.0843682329498356,0.709525647193746,0.681138970488594,0.86788952195767,-0.155397312340326,0.823853946921701,0.565327558788792
HG00274,0.068760254917937,0.082991299488058,-0.788077696779406,1.54077407392633,0.273803485572599,1.04230200025462,0.516998976404351,-0.899611915749347,0.20320355108914,-0.091307642684275
HG00275,-0.614014667720166,-0.0342037870681931,0.737834471129114,0.430859641773543,0.36493684379373,-0.0940383743484061,-0.21709801906216,0.764833383180195,-1.60718519170858,-0.283052785145743
HG00276,-0.711942804632742,0.510294081164095,1.03551642256047,-0.778567331528798,-1.18769996216208,0.070073555428227,-0.305807538631323,2.20656966402541,1.28841996087284,1.09976467032804
HG00277,0.459741328835693,-2.14015393695056,1.73584002560962,0.552613711357008,-0.287889543677328,-0.127615891239103,2.6445836560307,0.393908598302112,0.857772854645005,-0.47815180746246
HG00278,1.21734731894393,0.690213754131002,-0.893971378748749,1.22342914597697,0.598963065487962,0.0850930362139293,0.430851276901861,-1.43475307438611,-0.0122598234893714,0.812787398822426
HG00280,0.273444625687325,-1.18938293190949,1.01489686709251,0.175235296136208,0.860083659187446,1.51961071048422,1.57011124350991,-0.881140191530892,1.12025447066243,-0.268300889766047
HG00281,0.203966485607734,0.267835070145006,-0.626151451762422,-0.334865762454002,1.04920877658266,-0.498197455627927,-0.0599856766742926,-1.18785488743523,-0.427782038368424,0.966742127382863
HG00282,-0.36816063788509,-0.572305509880351,1.33150896859378,0.0235433332633364,-0.388191066667064,0.921739818525305,0.618272268598224,0.546293704570456,0.365647171909583,-2.44469287446023
HG00284,-0.875988088875304,-1.40710197992894,0.243321919554516,-1.74840267458864,-0.756015921035588,-0.915640020906354,0.332268114156877,0.770161572271513,-1.16501513478072,-1.43220211179583
HG00285,0.0731120211287487,0.491598717384347,-0.411943058035688,0.705772876123261,0.961417247984413,-0.321756459958497,-0.249694542177714,0.501101869154067,0.122405577093553,1.0107300679505
HG00288,0.526198845312548,0.981534500957178,-0.322152705154114,1.09010452200196,0.518743028779749,0.50943585201339,-0.0780170639310539,0.209700334684189,0.309168514305972,0.612924024934778
HG00290,-0.0708683725389457,-0.403313346819764,0.140779886209578,-0.0998359102303305,-0.366235118552832,0.564830839761552,0.598498512762265,0.392666087137235,0.190922598526083,1.18772703594758
HG00304,0.295859246063854,-0.779833125969477,0.10130460771741,-0.397431142872771,1.04398801686332,1.39987314607838,1.43485505436172,-0.807850904258942,0.959205632851607,0.335055469890183
HG00306,0.0166664954597777,-0.316856393081487,0.128833245533254,-1.19372923179107,-0.529623850772458,-0.857281579308718,-0.883196375938875,0.892578274295777,0.194277879873242,-0.367895794648817
HG00308,-0.782050560991643,0.0715686924702812,0.203915587277113,1.4311845492115,0.105023074801559,0.365615768563296,0.126770141476277,0.516826123860265,1.26668695695971,2.05480181733068
HG00309,2.42286118093913,-0.17724965498957,1.76725734259538,1.75195871651187,1.38656343903279,2.48753549876194,1.84771598099792,-0.755232148382473,1.07221321015362,1.62408603845763
HG00310,0.445792444213459,-0.383062311797007,0.883692597139101,0.656903845418467,-0.349488278163609,-0.0227568093777699,0.609862346062543,0.501170066903329,0.739526486624995,0.784291654457586
HG00311,-0.875223100075555,-0.430464752323475,-0.209994740049904,0.70303982843838,-0.205858757780493,0.229987211512277,0.102870739214988,0.16898031138709,-1.44213520529851,-1.00648291655601
HG00313,-0.41311640942631,-1.117221544131,0.889027319934483,0.802237823667956,-1.39837379070157,-0.29526979535427,0.673356524467194,2.03472140790095,-0.23864269859055,0.0779442485809232
HG00315,-1.09505494886078,-0.0161518602842462,-0.516252970589018,-1.16340073355451,0.176112900303323,0.119259401387138,0.0838307504876071,0.189588906139337,0.683716076053768,-0.890728685467478
HG00318,0.67216812766801,-0.364289233720897,1.15944633612846,0.50889699885694,0.149854003753707,1.46169004770543,0.0740745861708666,0.549947553276745,0.667341094421192,-0.133663010774215
HG00319,-0.447042169858222,1.35681014501531,-0.744475797298335,-0.163730638271699,-0.140927846189623,0.0143600849307727,-1.35020890919408,-0.493960849317713,-0.233084816303669,0.351869413150715
HG00320,1.07180765574852,-0.563031268312472,0.98758070843255,0.398505236938946,1.02445633468007,2.06337821061895,1.02397899116273,-0.392914665566613,0.9614303228806,0.0702551602230608
HG00321,0.322135076059456,0.674973393792039,-0.846845564485867,0.190745829216509,-0.215318985115353,-0.358590910544196,-0.500650803386653,-0.100682572614415,-1.34332938076163,-0.0732825442266933
HG00323,0.687139099040569,1.28921197899124,-1.23132108585757,0.348014533231296,1.60820695446193,0.437711528776101,0.260120099491761,-1.40780808166033,-0.83000384988577,0.9344110656592
HG00324,-0.224236882595723,1.52733073466159,-0.344541898659848,1.04772379150952,0.0913010272220557,-0.804984329376887,-0.957139208466974,0.448203102943734,-0.165315629473191,0.95070050758363
HG00325,-0.474240933612435,-1.88688964286006,1.92576628013715,0.743475141453499,-0.79553878964425,-0.347395061890156,0.979158488156835,0.866241803491055,1.83234988437507,-2.44972553687319
HG00326,0.216828978706541,-0.308036657510784,0.616100436990959,-0.564607832495747,-1.00699618716421,-0.713901490609259,-0.0888166289261686,0.508566358345709,0.542168485970937,0.091365534558199
HG00327,-0.0591562373306318,-1.27843492121366,0.769430644990448,-0.522938423156873,-0.451697024907706,0.0565247668506252,1.25813797919304,-0.0817560453048281,0.0524487125298395,0.126274969026287
HG00328,-0.154523041412817,-2.63137758629635,0.819324273316065,-0.222867237661592,0.827039111796392,1.10552732053256,2.12676803858832,-1.39181481786547,-0.0768984383882726,-0.0100222658642018
HG00329,-0.974702594469515,-1.043879174701,-0.282673863030198,-2.11220853542072,-1.11649044876175,-1.57009117852627,-0.563114935556502,0.649643576454374,-1.66701337794288,-0.798562121261487
HG00330,-0.999098063787285,1.58166250137376,-1.71568911079673,0.414146828641272,0.63805552619625,-0.366510131172114,-1.40792535468232,-0.863492097589232,-1.95063733495077,-0.134623633735275
HG00331,0.197875023265236,-0.198351515302991,0.284002197729429,0.270012927514954,-1.44065855769225,-0.646058836510003,-0.34732525781706,2.54516443624981,-0.825072774800423,1.08172314814722
HG00332,-0.961286292103031,0.710340365113135,-0.635108942201192,0.134506572967916,-0.502459650059023,-2.13306058777271,-0.874351339473667,0.964904161973795,0.587409238614563,1.05626187153632
HG00334,-2.07150851582611,1.74525323422479,-2.24070694555575,-0.956090351841388,0.759682933489097,-0.619684910745659,-2.64961695791456,-0.775961779071337,-1.89020156499806,-1.90296146948231
HG00335,0.188082971308796,-0.117515974685205,0.0589372863921944,-0.434370814487871,-0.592942246074934,-0.202428983760762,0.534230596066468,0.0366580960339878,-0.144025494732809,0.341174636874858
HG00336,-0.168329054431375,-1.73198835196123,1.29554576879177,0.282926499761942,0.0385625759467868,0.847211734611591,1.11062292356392,-0.0601041666600498,1.82427274376991,-1.42911528747162
HG00337,-0.310141560430813,0.197470921845532,-0.0740248266441566,0.300595665912619,-0.490007280628861,-0.449447205696557,-0.385419028964347,1.43991131228232,1.18373256534183,-0.269637427882437
HG00338,1.83587282614584,-0.666127775819958,1.02944428853577,1.83888996293275,-0.239207755658318,0.676103265741556,1.23033970740541,0.128297698415401,0.506309988681423,1.88509364702168
HG00339,0.779072114878497,0.604083185491973,0.380106634507578,1.00069322769332,1.52135577464709,1.17390386840494,0.643626364464235,-1.15979445364112,0.0801216147109402,0.614170755632717
HG00341,-1.70289227175919,-0.1058063833011,-0.0290410085961201,-1.58946353522285,0.643745885369083,-0.221161858614303,-0.208579458409751,-0.39401759585041,-0.26424478257041,-1.54745394937977
HG00342,-1.21414323336181,-0.349007454356449,-0.278925748647376,-1.97835493666689,-0.320061339275471,0.194619093193827,-0.328769163969184,-0.718961450547729,-0.321487293453167,-0.368390431966294
