sample_id,sharedConfounder1_bin1,independentConfounder2_cat_norm1,independentConfounder2_cat_norm2,independentConfounder3_cat_unif1,sharedConfounder4_norm1,independentConfounder4_norm1
HG00176,0,1,2,1,-0.258612446202338,1.04983279442943
HG00177,0,3,1,2,-0.951792760110428,-0.00737807540188442
HG00178,0,2,1,1,0.185091847193464,0.239184249851957
HG00179,0,1,3,3,1.14410312348206,0.203701017866735
HG00180,0,1,1,3,-0.0154199702268861,-0.476199497844677
HG00181,1,1,1,3,-1.49211493705716,1.68587054729021
HG00182,0,1,1,4,-0.155988983349879,0.124773973596361
HG00183,0,1,1,2,-0.104054689139392,0.85671720877128
HG00185,0,1,1,3,-0.847407619172321,0.00487684840435357
HG00186,1,1,1,1,0.899059358538789,-0.380400538867302
HG00187,0,2,3,1,-0.460358248852376,-1.08676753687304
HG00188,1,1,1,2,1.81047814702027,-0.0683616509278926
HG00189,0,1,1,2,1.26921660415927,-0.444228157911797
HG00190,0,1,1,4,0.565307689067957,0.347240724643795
HG00231,0,3,1,2,1.09765407521075,0.3140508114598
HG00232,0,1,1,2,1.75322446812777,-0.564076494433394
HG00233,0,1,2,1,-0.699047870004727,0.839698373001208
HG00234,0,3,1,3,-0.0691058400146808,-0.831482630023517
HG00235,0,1,1,3,-1.29529688580882,-0.107635844678665
HG00236,0,1,3,3,1.11625727094067,0.398823375291318
HG00237,1,1,2,4,0.0562289582439872,0.455979442795198
HG00238,1,2,1,1,-1.03211712031369,-1.07707084472083
HG00239,0,1,1,2,-0.419910147198978,0.975833699899812
HG00240,0,1,1,4,-0.218405761232495,0.4706315470926
HG00242,0,1,1,1,-0.22993078460376,0.716922872316859
HG00243,0,1,1,3,-0.892747517731386,0.177515790488827
HG00244,1,3,1,2,0.0571286705871459,-1.21220201228107
HG00245,1,1,1,3,0.629752991989158,0.261352775190659
HG00246,0,2,2,1,0.149351186728512,1.46799199394572
HG00250,0,3,1,4,-0.615549992851156,-0.817220570372383
HG00251,1,1,1,2,-0.371096133627368,-1.09606961636671
HG00252,0,3,1,4,-0.913473565243247,0.864591099101167
HG00253,0,1,1,4,-0.510628627684279,-0.184390151134638
HG00254,0,1,1,4,-0.899708822707903,0.807877101545944
HG00255,0,1,1,4,1.22106802035982,-0.31917143445352
HG00256,0,1,1,2,-0.0700389843773686,-0.553282794588275
HG00257,0,2,1,3,0.921479704206094,0.126223444728833
HG00258,0,1,1,2,-0.690923635819904,0.36784446284079
HG00259,0,1,1,1,0.577881842216949,-0.852271455121327
HG00260,0,3,3,2,-0.901534526734967,-0.173185830556646
HG00261,1,1,1,4,-0.993858698046679,1.13443184131166
HG00262,0,1,1,2,-0.193206461017908,0.034097312586059
HG00263,0,3,1,2,2.21218830357516,0.224174760163711
HG00264,0,1,1,2,-0.773229917744807,0.183478433012702
HG00265,0,3,3,4,0.0184023557162854,-0.663851105181137
HG00266,0,1,1,4,-0.170369818326002,0.891563626146575
HG00267,0,1,1,4,1.04922631280334,-0.261736740017445
HG00268,0,1,3,3,0.638047113067801,1.65970965308824
HG00269,0,1,3,2,0.331378426173424,-0.222766284143486
HG00271,0,3,1,1,-0.538757760354401,-2.35554643279371
HG00272,0,1,1,1,0.828896836814241,0.984726207632757
HG00273,0,1,1,3,-0.189800006121629,-1.2210068123293
HG00274,0,3,3,1,1.7256323837911,1.1816486534558
HG00275,0,1,1,3,0.16101166725865,-0.769453820119123
HG00276,1,1,2,4,1.64964769661739,-0.549287346290903
HG00277,0,1,1,2,0.333547603899016,0.492366645195524
HG00278,0,1,1,2,2.9478720352233,-1.60486740945913
HG00280,0,2,1,3,-1.39493243981659,-1.18582618785385
HG00281,0,1,1,4,0.185180139184284,0.417273145755225
HG00282,1,3,1,1,-1.91709401907255,-0.340532200228702
HG00284,0,1,1,3,-1.05552900556793,-1.69778157352796
HG00285,0,1,1,2,0.28074366391384,-2.3179823376771
HG00288,0,3,3,1,0.849981393354857,1.0895562188463
HG00290,0,1,1,4,0.769781576725514,0.622704595627656
HG00304,0,1,1,4,-0.485997689856072,-0.047202978255149
HG00306,0,3,1,3,0.397782009934511,0.470957627814985
HG00308,0,1,1,3,1.87562021072489,0.0307419448652614
HG00309,1,1,1,3,1.75194367812185,0.369124717149428
HG00310,0,2,1,3,0.764689063359913,0.978107049152085
HG00311,0,3,1,1,0.175518543607213,0.335096670696921
HG00313,0,1,1,2,0.96475012133575,-0.88503652500945
HG00315,0,2,1,3,-0.785810846344317,1.00842888405679
HG00318,1,2,1,1,0.276079462476854,-0.329756921324605
HG00319,0,1,2,4,-0.731364373996048,0.579474293583094
HG00320,1,1,1,2,-0.0827069293189864,-0.6209117874954
HG00321,0,1,2,2,0.78536323179947,-1.06817304306378
HG00323,0,3,1,3,0.240274654583392,-0.304317255400857
HG00324,0,1,1,1,0.971204495084514,-0.424780916629015
HG00325,0,1,3,1,-0.803490661824064,-0.387061294690308
HG00326,0,2,1,4,-0.401188953252044,-1.12294955239651
HG00327,0,1,1,2,-0.171438253415706,0.523727277287973
HG00328,0,1,3,2,-0.282442009880739,-1.65850229729982
HG00329,0,1,1,3,-0.891983806441353,0.23647066013881
HG00330,0,1,1,2,0.618084942470313,-0.744357670612936
HG00331,0,2,1,4,2.39493912866559,0.258223272731354
HG00332,0,1,3,4,0.361207142965704,0.647688682008598
HG00334,0,1,1,2,-2.09234509039735,0.825833193644796
HG00335,0,1,1,2,-0.215855502898608,0.454940151967656
HG00336,0,2,3,1,-0.705885441901206,-1.87896993934635
HG00337,0,2,1,2,1.37139512538206,0.163848177891275
HG00338,0,1,1,3,1.80594472307981,0.862765326650776
HG00339,1,1,1,1,0.34239342572679,0.42633743047048
HG00341,0,1,1,3,-2.91461782052692,-1.16812041849511
HG00342,0,1,1,4,-1.57125173052099,1.11700283881433
HG00343,0,1,1,3,-0.446933444322675,-2.18926386076556
HG00344,0,1,1,4,0.694018717606987,-0.589009063596391
HG00345,0,3,1,4,1.18425402639439,-0.404366348670008
HG00346,0,1,1,4,-0.53243804482388,-1.15256053346838
HG00349,0,1,2,3,1.90491445968368,-0.762032096230607
HG00350,0,1,1,2,0.720536689212957,0.375548155575929
HG00351,0,1,1,3,-0.174507639940481,1.37137750271232
HG00353,0,1,1,4,-0.827291271611254,-1.26967485023276
HG00355,0,1,1,3,2.09726516683691,-1.3216573712881
HG00356,0,1,1,2,-1.06449221502225,0.84897401265318
HG00357,0,2,1,3,-1.84713280572972,0.656817007793633
HG00358,1,1,1,1,-0.450804199575464,-1.60599195851548
HG00360,0,1,1,2,1.92647870132114,0.187855568112159
HG00361,0,1,1,2,-0.394231072063821,-0.425261621189728
HG00362,0,2,3,1,-0.825256033125423,-0.997137179743027
HG00364,0,3,1,3,2.04929142595509,-0.119560217085403
HG00365,1,1,1,3,0.0465328054663218,-1.44431243725837
HG00366,0,3,1,1,0.14856426571066,1.86691100281674
HG00367,0,2,3,4,0.236382130867963,-1.27984477789368
HG00368,0,3,2,1,0.544361252626464,1.02786221781349
HG00369,0,2,1,3,-0.0630316699459885,-0.580316433816305
HG00371,0,1,2,3,0.253942767181654,-0.00666768815507903
HG00372,0,1,1,1,1.19699966887529,-1.19120564344993
HG00373,1,1,1,1,-0.258259190420871,1.40505150302582
HG00375,0,3,1,1,1.05198196165885,1.30097245875945
HG00376,0,1,2,4,-0.0877193370211309,-1.03993905797972
HG00378,0,1,1,4,-0.572108937224638,0.902096486566332
HG00379,0,1,1,2,2.40732593869537,-0.147228176431457
HG00380,1,1,3,4,0.270755793061035,0.778148157118227
HG00381,1,3,3,3,0.190647511886729,-0.796443786032793
HG00382,0,2,1,1,0.886758272056245,0.0910180336630393
HG00383,0,2,1,4,-0.00307957652926583,-0.636404417852776
HG00384,0,1,1,4,-0.322731005477235,0.679995836951401
HG00403,0,1,1,3,-0.164239781392346,-1.42915254882677
HG00404,0,1,1,1,0.8639184007746,0.305530461793105
HG00406,0,1,1,1,0.0250532550390628,-2.37600511281868
HG00407,0,1,1,1,1.14802598049132,-0.581676575904871
HG00409,0,1,1,4,-1.41953698070606,0.972129693686849
HG00410,0,1,1,2,0.323881524728697,0.856606681815963
HG00419,0,3,1,4,0.618166592759304,-1.07804868370046
HG00421,0,1,2,2,0.383713996552805,-0.657865896990625
HG00422,0,3,1,3,-1.26757001312856,-1.09522903024796
HG00428,0,1,2,2,0.361922820891264,-0.296008842979572
HG00436,0,3,1,3,0.755138608863171,-0.408420641915567
HG00437,1,1,1,2,-0.273967092237904,-0.161390399120607
HG00442,0,1,1,2,0.194445735442797,0.219023329272262
HG00443,0,3,1,3,-0.448151605062273,-0.212303949256041
HG00445,0,1,1,4,-0.988387304915519,-0.0218025703322939
HG00446,1,1,1,4,1.22425672248345,0.813163932935321
HG00448,0,1,1,1,-0.373385888724089,-2.60834659294604
HG00449,0,3,1,2,0.0109622356033543,1.00047717316041
HG00451,0,1,1,1,2.08164444982688,0.329459871176228
HG00452,0,1,1,1,-0.554205661480788,-0.810928216602305
HG00457,0,3,1,1,-1.41002569323258,-0.388321716005336
HG00458,1,3,1,4,0.655538683252367,-1.07584266475602
HG00463,0,1,3,3,-1.87845243698885,0.426242563437924
HG00464,0,1,1,1,-1.43675994682152,1.38329623774022
HG00472,0,1,1,2,-1.25250101377426,0.243803652916968
HG00473,0,1,1,3,-1.38746432930517,1.24974046376288
HG00475,0,1,3,2,0.634106176743786,-1.32412143722375
HG00476,0,1,1,3,1.05981845318178,-0.166381622037662
HG00478,0,3,1,4,1.55774525486888,-1.66004828173737
HG00479,0,1,1,3,-1.67876569161466,0.00364311967297012
HG00500,0,1,1,4,-0.168560767504381,0.17310051671247
HG00513,0,1,3,3,-0.397005347760049,0.636221713177522
HG00524,1,1,1,3,-1.81598722097512,-0.951720777949939
HG00525,1,1,1,3,-1.83822646494045,-1.62557939101208
HG00530,0,2,1,3,1.8583652834851,-0.285579022647512
HG00531,0,3,1,1,1.04151576030549,1.03116419212659
HG00533,0,1,2,4,-0.381552257456946,-0.456919063961126
HG00534,0,2,1,1,0.110668285647415,-2.0541262428727
HG00536,0,1,1,2,-0.308664416086365,0.30864524906223
HG00537,0,1,1,3,-2.27715545825952,0.441713794973746
HG00542,0,1,1,1,-0.80811846575119,0.706036509477633
HG00543,1,1,1,4,-1.39915892440808,0.0932068685679584
HG00551,0,1,1,1,0.59959114247677,1.2986218316798
HG00553,0,1,1,2,-0.0824635206173766,1.43371278779085
HG00554,0,3,1,1,0.301228009146572,0.0434460639228266
HG00556,0,2,1,4,-1.27755998617247,-0.860032853442117
HG00557,0,1,1,2,-0.302894704673186,-0.266332844129104
HG00559,1,3,1,2,1.37205601369266,-1.75604099239332
HG00560,0,3,2,2,0.582660375143735,-0.102539849227759
HG00565,0,2,1,3,0.681222955171025,-0.511090362175786
HG00566,1,1,1,1,0.132265220278966,0.316808614613048
HG00580,0,1,1,2,0.341449909549953,-0.911574671214705
HG00581,1,2,1,1,-2.14081540463041,-0.20479718985181
HG00583,1,2,1,4,0.273677845657043,2.00567743344516
HG00584,0,1,1,3,-0.223071079432094,0.931996243645149
HG00589,1,1,1,3,-1.8263933383708,1.37858447471466
HG00590,0,2,3,2,0.428872664906236,-1.18003230460985
HG00592,0,1,2,2,-0.855023300349901,-0.120626601557311
HG00593,0,1,1,1,0.575344400585411,0.578294908662052
HG00595,0,3,1,4,0.339902310181216,0.254153139305392
HG00596,0,1,1,4,-0.684545909318906,2.88435177530851
HG00598,0,1,1,2,0.979566912884032,-0.473389818183603
HG00599,1,3,1,1,0.00189624778947628,-1.87601620360129
HG00607,0,1,1,2,0.144637444033182,-0.17309707207567
HG00608,1,1,1,3,-0.203137595357696,1.42115936349413
HG00610,0,3,3,1,0.699152866022132,-0.880451243337899
HG00611,1,1,1,1,0.796457448095756,0.662400822989611
HG00613,0,1,1,4,1.57665573205457,1.12633145486914
HG00614,0,1,2,2,0.160371829822969,-0.547372690456212
HG00619,0,3,1,1,1.42213273815718,-1.6521210746176
HG00620,0,3,1,4,2.08628764835941,-0.672817024423804
HG00622,1,1,1,3,-0.260114940380154,0.28066374681773
HG00623,0,1,1,3,0.837348771626141,0.635273213571126
HG00625,0,1,1,4,-0.685840548229262,0.331441337580756
HG00626,0,1,3,1,0.662265675692316,1.13523128301765
HG00628,0,1,1,2,-0.272499851432323,-0.431090469925116
HG00629,0,1,1,3,1.442804141394,-0.565423223331629
HG00631,0,2,1,3,0.98017369622826,-0.789637453936188
HG00632,0,3,1,4,0.751803631073461,-1.25061385362166
HG00634,0,2,3,4,1.58764196159525,-0.475277261720602
HG00637,0,1,1,2,-1.37609715423851,-0.826207603832855
HG00638,0,1,1,3,-0.559308650486482,0.41711908394006
HG00640,0,2,2,4,-0.0997983717689451,-0.503295641674107
HG00641,0,3,1,3,2.02113601768518,-1.29760766516814
HG00650,0,3,1,3,0.0800162993923313,-0.65888320349778
HG00651,0,1,1,4,0.912785947074988,0.765948312845794
HG00653,0,1,1,2,0.326154109347253,0.488022824315352
HG00654,1,1,1,4,0.631471626490816,-1.2055811004134
HG00656,0,1,1,1,0.0255465105918886,-0.472185553470363
HG00657,0,2,1,1,0.0205439565795286,0.0763830854688251
HG00662,0,1,2,3,-0.954654957745144,-0.493633462844298
HG00663,1,1,1,1,-1.28462926251747,0.68712394116378
HG00671,1,1,1,4,-1.22596766680603,-1.12105476435162
HG00672,0,1,1,3,-2.19200823367499,-0.688228836778964
HG00674,0,1,1,2,0.0598206102981315,-0.18319340620937
HG00675,0,3,1,3,-0.328011355693295,1.29140314713178
HG00683,0,1,1,1,-0.519855782916344,0.141151309647944
HG00684,0,3,3,3,-0.0468012208469975,1.43294099642367
HG00689,0,1,3,4,-0.438940602746046,-0.425463129752897
HG00690,0,1,1,4,-0.129230920448332,1.31503530723051
HG00692,0,1,1,2,1.25455964567296,1.64796303966463
HG00693,0,1,1,4,-0.0943493342087349,-0.0593505069773314
HG00698,0,1,1,4,0.258907534554032,-1.043801740403
HG00699,1,1,1,1,0.902894730352493,-1.09203615021314
HG00701,1,1,1,4,0.424117956824977,0.299408135551286
HG00704,1,1,1,4,1.60726751063388,-0.755814093826422
HG00705,0,1,1,1,0.732694754486329,0.987433153175239
HG00707,0,1,2,4,-0.105813916747169,-0.185997111058649
HG00708,0,2,1,2,-0.538344557732852,-0.192933841854239
HG00717,0,2,1,1,-0.217282978598367,1.42525577872425
HG00728,0,1,1,2,1.17763698434492,1.13305045911171
HG00729,0,1,1,3,1.06480690423828,-1.69648651184381
HG00731,0,3,1,2,-0.732408645210703,-1.28181159693734
HG00732,0,1,1,3,-2.39269402968837,-0.0353665643667906
HG00734,0,3,1,3,-0.571704653388044,0.377564642551885
HG00736,0,1,1,2,-1.07332922339265,-0.0497401824550623
HG00737,0,1,1,3,-2.02284105850251,0.759124424557007
HG00739,0,1,1,4,-1.08824380407611,0.51093246230605
HG00740,0,1,1,3,-0.271517064047079,-0.961271145923901
HG00742,1,1,2,4,1.37312358729773,-0.130502541807277
HG00743,1,3,1,4,2.17988446194941,-1.16237441229082
HG00759,0,1,1,2,-0.117340377791846,0.0964258635047701
HG00766,0,2,1,1,-0.421949744078918,-1.89215041619113
HG00844,0,1,1,2,-1.60545075132063,-0.418126653110017
HG00851,0,2,1,4,-0.694231363323954,-1.21140414075123
HG00864,1,1,1,4,0.298657348236966,-0.246048670905496
HG00867,0,1,1,1,0.557989428798395,-1.21576687657478
HG00879,1,1,2,1,-0.167328445118735,0.824940443134378
HG00881,0,1,1,4,0.0327336917903582,-0.695363490027523
HG00956,0,1,1,3,-0.436613172070319,0.0643532360558845
HG00978,0,1,1,2,-0.282753284385355,-0.216300918330937
HG00982,0,1,1,3,2.13672688034391,0.552016139828407
HG01028,0,2,3,1,-0.0748458022046979,1.12343616079379
HG01029,0,2,1,4,1.22993210331655,0.773480053168552
HG01031,0,3,1,1,1.13988675140115,0.29110938104708
HG01046,0,3,1,3,1.36755721619217,-0.173536085219106
HG01047,1,1,3,4,0.735305239593366,-0.441017947219901
HG01048,0,2,1,1,1.20403342426397,-0.119355469460377
HG01049,0,1,1,1,-2.08826078927101,-1.16529682355866
HG01051,0,1,3,3,-0.259702008757442,-0.200196213816636
HG01052,0,2,1,1,-1.85925253939021,0.835229278049884
HG01054,1,3,1,1,-0.452015659428066,0.286997481031934
HG01055,0,1,1,4,0.376715903524007,-0.206445061167927
HG01058,0,3,1,3,0.456557932148722,0.67029451571062
HG01060,0,1,1,3,-0.261283529696679,0.778318691647479
HG01061,0,1,3,3,1.12925812975556,2.24591705038092
HG01063,0,1,1,3,-1.73501174403536,-0.13993093537468
HG01064,1,1,2,2,-0.460128870733697,-0.810892210923175
HG01066,0,1,1,4,-0.954495346829298,0.396038428847994
HG01067,0,1,1,3,1.0349219596061,0.0237475858588287
HG01069,1,1,1,1,1.24072798892469,-0.605045559997535
HG01070,0,1,3,2,0.393439109775714,-1.16360269253183
HG01072,0,1,1,3,-0.0629780611119334,-1.41534141703858
HG01073,0,1,1,4,-0.928891502147631,0.575304291988102
HG01075,0,1,1,3,0.0274246679913622,1.17257748026876
HG01077,1,3,1,3,0.0455162865687852,-0.208822408623524
HG01079,0,1,1,1,-0.344869228362422,-1.06808419718831
HG01080,0,1,1,1,-1.73892035247668,0.196931431035066
HG01082,1,1,1,1,0.454563758778143,-0.267957905671785
HG01083,1,1,1,1,-0.45582112426679,-1.13023968579773
HG01085,1,1,1,3,0.110490757877164,-2.15077223863962
HG01086,0,1,2,4,1.45968759789573,-0.61363520088446
HG01088,0,1,1,2,-1.90493223966615,0.628504355720003
HG01089,1,1,1,1,-0.107257796841671,-0.606178273949642
HG01092,0,1,1,3,-0.951698263045849,0.760652856995365
HG01094,1,1,1,4,-1.40068421096835,-0.984874132871207
HG01095,1,1,1,4,-0.0706755586775551,0.367454732843077
HG01097,0,1,2,1,0.579167602609117,-0.919940263537898
HG01098,0,3,1,4,-0.33692601792777,-0.357958138896026
HG01101,0,1,1,1,0.161129040295355,-0.615181777770205
HG01102,0,1,1,4,-0.256316645886324,0.796890960930864
HG01104,0,1,1,2,1.45587947717465,-0.242693755644206
HG01105,0,1,3,2,-0.910908168030463,1.10725398123507
HG01107,1,1,3,1,-2.00619331708931,-0.954452980912609
HG01108,1,3,1,1,1.8432644741641,-2.06379802194118
HG01110,1,1,3,1,-0.998774986960311,-0.951150908884636
HG01111,1,1,1,1,0.8515849884186,-0.23726009017153
HG01112,0,1,1,4,0.00976254061503621,-1.01456960620465
HG01113,0,1,1,3,-1.05537603088119,-2.06609660238691
HG01119,1,3,1,2,-0.86689479385221,-0.0770085281641345
HG01121,1,3,1,2,-0.76512398769384,0.0869427504642984
HG01122,0,3,1,1,-1.34733845246887,0.296510162507213
HG01124,0,1,1,4,0.763814010094688,0.434841146002859
HG01125,0,3,3,3,0.693190500650356,0.914352877102206
HG01130,1,2,1,1,-1.08290654489502,0.310093594015947
HG01131,0,2,1,1,1.01944466744066,0.1236802727368
HG01133,0,1,1,4,2.1930271290771,0.939166060166178
HG01134,0,1,1,4,-0.17899438385664,-0.221943629893645
HG01136,0,1,1,4,0.290271153041839,-1.07072182857821
HG01137,0,1,1,1,0.977606737664771,-0.727249508494975
HG01139,0,1,1,4,0.430600426314982,0.503254957981008
HG01140,0,1,1,2,0.763222876634534,-0.887629720889247
HG01142,0,1,1,4,-1.11704255788882,-0.549003659953395
HG01148,1,1,1,2,-1.08914754590406,1.01167181080647
HG01149,0,1,1,4,0.732280953451681,-0.948666118899704
HG01161,0,2,1,2,-0.0266761905379653,-1.87655383375549
HG01162,0,1,1,4,0.162177896961576,-1.14529513796037
HG01164,0,1,1,3,-0.0757004509545976,-1.51839449456334
HG01167,0,3,2,4,0.202997840777987,-0.384485350893462
HG01168,0,1,3,2,1.02607373162925,0.674381506600839
HG01170,0,3,1,2,1.08061924778517,-0.782682384184747
HG01171,0,1,1,1,0.0235441120693719,-0.472621356061397
HG01173,1,1,1,4,-0.337380830235585,0.00616889004826121
HG01174,0,2,3,3,-0.610846483096572,0.870419893813002
HG01176,0,1,1,1,-0.073996489694581,-0.776666801647303
HG01177,0,1,1,1,-0.659705394796579,-0.990642482944023
HG01182,0,1,3,1,0.976143140644673,-0.669444412036633
HG01183,0,2,2,1,1.31047131798634,-1.0579071407764
HG01187,0,3,3,1,-1.19265436853336,-0.999184008983064
HG01188,0,1,1,2,-0.203831835934363,0.676668513945839
HG01190,1,1,1,4,-0.228769566395288,-1.01701411399158
HG01191,0,3,1,1,1.67270800367541,-0.034925833650265
HG01197,1,1,1,2,-0.353803016530693,0.764286612354781
HG01198,0,3,1,1,-0.8446300069866,-0.887470660595617
HG01200,0,1,1,2,2.34437078324811,0.551959139502946
HG01204,0,1,1,1,2.54040404695927,1.20570489785581
HG01205,1,1,1,2,0.0140963418654899,-0.160108309070183
HG01241,0,1,3,2,0.133226374549581,-0.322895011686945
HG01242,0,1,1,4,-0.982776464688454,0.0231638994309794
HG01247,0,1,1,1,0.780714498400684,-0.46652647215883
HG01248,0,1,2,3,0.649503955498569,-0.69617671354601
HG01250,0,1,1,3,-0.255307335691141,-0.374583947805376
HG01251,0,2,2,2,-1.27458446136774,1.33965621182891
HG01253,0,1,1,2,-1.21098780043954,-1.35998844335674
HG01254,0,3,1,4,0.0397743918490787,-0.376087132295371
HG01256,0,1,1,2,1.36846362921221,0.283517692675696
HG01257,0,1,1,1,0.953119662370658,0.532345137196874
HG01259,0,1,1,1,-1.0247760433358,0.864378287793008
HG01260,0,1,1,4,1.01742040060523,0.236169765775114
HG01269,0,3,1,3,-1.36657753509659,0.112880043417693
HG01271,0,2,2,2,-3.70432948694425,0.113218152976012
HG01272,0,2,1,2,0.576275182503446,0.176710977750195
HG01275,1,1,3,4,0.737489213920227,-0.0795489669082735
HG01277,0,3,1,1,1.05959130781861,-0.0739705473544677
HG01280,0,1,3,2,-0.887818997272018,0.709294076715978
HG01281,0,1,1,3,0.427342291680668,-0.601792928210215
HG01284,1,1,1,1,-1.31718259590614,-0.567708058635278
HG01286,0,1,3,4,-0.561508300090325,0.584886506695958
HG01302,1,1,2,3,0.570113798699028,-0.0260724140610421
HG01303,1,1,2,4,1.76325057405576,-0.222710491744318
HG01305,0,1,3,4,0.406662733507526,0.199380874691061
HG01308,0,3,1,4,-0.698191098721318,-0.838737026958591
HG01311,0,1,1,4,0.35001588206941,2.14094632128657
HG01312,0,3,1,3,-0.805719152422064,-0.469720293038708
HG01323,0,1,1,1,0.277055941141074,-1.64399806053848
HG01325,0,3,1,3,-0.727466371070531,0.0270886879664342
HG01326,0,1,1,3,0.588263191385661,-0.676153620264475
HG01334,0,2,1,2,-0.694151703939015,-0.671570915828935
HG01341,0,3,1,1,-0.699386030909165,0.148658026145872
HG01342,0,1,1,4,-0.690894948363931,1.40191104111148
HG01344,0,3,1,2,-0.374605761632919,-0.620373510525348
HG01345,0,1,1,4,-1.34362721889007,-1.16484786835303
HG01348,0,1,1,1,0.806148175623111,0.0747697499493306
HG01350,0,1,1,1,0.559118191482919,-0.308893330977726
HG01351,1,1,1,1,0.694661130969429,2.85321572524797
HG01353,0,1,1,3,-0.972776557012517,-0.834254552898098
HG01354,0,2,1,3,0.415097307609285,0.434317226368015
HG01356,0,1,1,4,-0.232693850584333,0.20358514526615
HG01357,0,1,2,1,0.890924393841918,-1.57350856682563
HG01359,0,2,1,2,-1.12116872087224,-0.641212234176546
HG01360,0,1,1,3,0.758365443837139,-0.0538760450324532
HG01362,0,1,1,1,0.917845966715832,-0.722228156239829
HG01363,1,1,1,3,-0.0223960968812453,1.14036303477938
HG01365,1,1,1,3,-0.00652248444251486,-1.56891418879047
HG01366,0,1,1,1,-0.690648698250696,0.176984345262134
HG01369,0,1,1,4,-0.0202144456972218,-1.05899602894914
HG01372,0,1,1,4,0.353404546582757,0.0738203420835632
HG01374,1,1,1,1,-1.01685792465724,-0.88942459668212
HG01375,0,1,3,1,-0.111798873037661,-0.81905466919694
HG01377,0,1,1,3,1.17241382055279,-0.506038666456434
HG01378,0,2,1,4,0.62045461573978,-0.493692339138761
HG01383,1,1,2,4,-1.23266821582182,-1.07437125541764
HG01384,0,1,1,2,-0.034484453826041,0.261675902370547
